topic,topic_label,orientador,P_orientador_given_topic,n_docs_topic,n_docs_orientador_assigned
10,10_oratio_projeto_solid_clean,"MONTEIRO, João Arthur Brunet.",0.0125,15,15
10,10_oratio_projeto_solid_clean,"MORAES, Fábio Jorge Almeida.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"MORAIS, Fábio Jorge Almeida.",0.0125,15,19
10,10_oratio_projeto_solid_clean,"Marinho, Leandro Balby",0.0125,15,1
10,10_oratio_projeto_solid_clean,"NICOLLETTI, Pedro Sergio.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"PEREIRA, Eanes Torres.",0.0125,15,7
10,10_oratio_projeto_solid_clean,"PEREIRA, Thiago Emmanuel da Cunha Silva.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"PEREIRA, Thiago Emmanuel.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"PIRES, Carlos Eduardo Santos.",0.0125,15,9
10,10_oratio_projeto_solid_clean,"PROCÓPIO, Francilene García.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"RÊGO, Matheus Gaudencio do.",0.0125,15,6
10,10_oratio_projeto_solid_clean,"SABINO, Melina Mongiovi Cunha Lima.",0.0125,15,5
10,10_oratio_projeto_solid_clean,"SAMPAIO, Lívia Maria Rodrigues Sampaio.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"SILVA, Emmanuel Pereira da Cunha.",0.0125,15,1
